Texto,Etiquetado
TU COMENTARIO NO VALE,Negativo
Comunicado intrascendente y débil,Negativo
Muy tarde creo no? Para eso enseñan la carrera de comunicacion e imagen empresarial?,Negativo
@andrehh_17 q opinas,Neutro
????????,Negativo
"Ustedes mismos están diciendo que nadie debe socavar nuestro derecho a la libertad de expresión, espero que cuando manifestemos alguna opinión que no les guste no vengan a tratar de amedentrarnos y callarnos. Porque no lo haremos!",Negativo
????????,Negativo
Upc me indignas..,Negativo
#vergüenzaupc,Neutro
Cada vez me decepciona más,Negativo
Muy tarde.,Negativo
"Demasiado tarde, muy mal, que vergüenza!",Negativo
??????,Negativo
Qué libertad de expresión !!! USTEDES NOS SANCIONAN CUANDO TOCAMOS TEMAS POLÍTICOS O BRÍNDANOS NUESTROS PUNTOS DE VISTA,Negativo
Upc brillas por tu ausencia...,Negativo
"Puro floro, cero empatía Upc.",Negativo
Un comunicado que es un copy/paste de lo que muchos ya dijeron durante la semana mientras ocurrían las cosas. Pronunciarse luego de las muertes es irte por lo seguro. Lamentable.,Negativo
No dicen nada,Negativo
"Yo he intentado sentarme a trabajar en la noche dsps de salir a protestar y es imposible, dolor de cuerpo, migraña y sobretodo preocupacion por el pais! La universidad no muestra apoyo a sus estudiantes! Me da vergüenza!",Negativo
"@upcedu lamento que este pronunciamiento sea tan tarde, más aún bajo la presión de lo acontecido el día de ayer. Para nosotros, como estudiantes, es importante que la universidad se exprese frente a este panorama tan preocupante que estamos atravesando como nación. En situaciones como esta, la institución debe ser empática con la frustración de sus estudiantes y brindar herramientas que sean coherentes con su postura.",Negativo
"Muy tarde, muy tarde para sacar a relucir un comunicado que no dice NADA. Muy tarde para hacer notar su postura frente a esta coyuntura. Lo pedíamos desde el inicio... #MeDuelesUPC",Negativo
"nada, como siempre. tu tibieza y falta de empatía resaltando más que tu calidad, UPC",Negativo
"Mejor hubieran seguido callados, ya estábamos acostumbrados y YA estamos decepcionados.",Negativo
Habla del compromiso con la democracia donde está prohibida la formación de grupos estudiantiles democráticos.,Negativo
"Tarde, por lo menos pospongan las clases y las entregas. Cientos de jóvenes que se forman en esta institución, parte de esta generación, sienten una obligación con el país y dolor por los asesinados.. Cómo pueden estudiar si nos están matando, un poco de empatía por favor.",Negativo
Umm... no has dicho nada prácticamente,Negativo
"UPC mínimo deberían suspender una semana de clases por lo que está sucediendo, UPC NO ME REPRESENTAS",Negativo
si igual cobran diciembreee,Negativo
Mucho floro poco aporte,Negativo
Tardeeeeeeee,Negativo
Esperaste mucho,Negativo
PAYASOS,Negativo
INDIFERENTES DE MIERDA,Negativo
"El deber de formar ciudadanos críticos, pero la misma institución no lo es. Exceptúo a los profesores que sí le dan espacio a los acontecimientos en sus clases",Negativo
@upcedu FLORASO ??,Negativo
Marketing ??,Negativo
Cambio de rectorado,Negativo
"Me avergüenza ser parte de esta universidad, insensibles.",Negativo
???,Negativo
Todo mal,Negativo
No me representan!!!!!!,Negativo
"La educación superior está de luto, mejores profesionales implica un ejercer de la ciudadanía activo y temprano, es un tema holistico.",Neutro
UN SOL DE EMPATÍA DE TODOS LOS QUE NOS SUMAN A LA BOLETA CADA MES,Negativo
Un comunicado con fondo negro que no dice nada...,Negativo
Nada de solidaridad con nuestros dos hermanos universitarios caídos ... que triste por UPC,Negativo
Tibios.,Negativo
váyanse a la mierda.,Negativo
Como qué hay comunicado en la tardanza,Negativo
Muy tarde!,Negativo
Para cobrar boletas si se pronuncian al toque ?? que lastima me dan,Negativo
"esperar tanto por mucho texto y más de lo mismo!! ahora brillas por tu tibieza upc, ya se capta que tu nula empatía y los intereses únicamente lucrativos con tus alumnos",Negativo
La lucha no termina. No debemos de permitir que políticos estén en el poder con procesos y a la vez partidos políticos que se aprovechan de esta situación.,Neutro
No olviden que primero salió el comunicado de la CEO restando justificación a las protestas!!,Negativo
@ale02leon,Neutro
"Que lamentable que haya tenido que pasar esto para que recién se pronuncien. Así como la policía reprime a los manifestantes ustedes lo hacen con sus alumnos, ya que sancionan por expresar libremente nuestra opinión.",Negativo
CHICOS LOS INVITO A SEGUIRME EN MI INSTAGRAM...,Neutro
Esperaba un poco más de la universidad. Parece que la empatía no es parte de los valores que intentan enseñar,Negativo
Muy tarde su comentario,Negativo
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,Negativo
PAYASOS COBARDES,Negativo
"Aquí se han pronunciado sobre la situación en general pero no que la educación superior está de luto, deberían suspender las actividades académicas por una semana en señal de apoyo a todos los que hemos salido a protestar, la mayoría de la gente en las calles somos jóvenes universitarios. Queda corto este pronunciamiento de la Upc @upcedu",Negativo
NO JODAS!,Negativo
"Un poco tarde, no?",Negativo
Que comunicado tan tibio y a estas alturas. Lástima. Si así como hablan de democracia respetaran nuestros derechos de reclamar las pensiones,Negativo
Todo a última hora. Más vergüenza no puede dar como institución.,Negativo
??????,Negativo
#upcnomerepresenta,Neutro
"Lo siento UPC, me rompiste el corazón alma mater...",Negativo
Muy tarde y no hay una postura definida. Cero empatía.,Negativo
BASURA!!! Qué vergüenza jactarse de tener una carrera de PERIODISMO!!! Ya saben dónde NO estudiar si quieren una universidad que los rete a desarrollar un sentido crítico.,Negativo
Pensé que se habían olvidado,Negativo
No dice nada,Negativo
"La Upc sólo piensa en el dinero, ni si quiera se pone a pensar en sus alumnos, no vengan a querer  sorprender.",Negativo
Demasiado tarde Upc,Negativo
#upcnomerepresenta,Neutro
"La indiferencia no hace la diferencia, sobre todo cuando se trata de los propios jóvenes a los que educan.",Negativo
UN POCO TARDE....??,Negativo
#upcbrillasportuausencia,Neutro
Desperdicié dos minutos de mi tiempo leyendo un comunicado de mensaje vacío y forzado,Negativo
"Muy tarde para lanzar algo así de tibio y vacío. Mucho hablan de compromiso y solidaridad, pero como piensan ayudar a sus alumnos ? Dejen de pretender que la crisis no nos afecta",Negativo
Que tal falta de enpatia tiene nuestra universidad. Decepcionante!,Negativo
Solidarizate con los que vamos a marchar csmres cobran como mrd y no pueden suspender una semana  sus clases?,Negativo
"CUNA DE TIBIOS, no nos vamos a quedar de brazos cruzados",Negativo
Para que enseñan ética y ciudadanía si no la aplican,Negativo
Eres vergüenza nacional.,Negativo
"Después de 6 días y dos muertes? 
Los estudiantes no olvidaremos la indiferencia hacia el pueblo. 

Deberían parar todo por unos días. Es muy difícil procesar todo lo que está sucediendo. La salud mental , nuestra salud mental, está en juego pero al parecer eso tampoco les importa. SOMOS JÓVENES Y LOS QUE MURIERON ERAN JÓVENES.",Negativo
No queremos tibios en estos momentos de duelo,Negativo
Nos mataron y no dijeron nada!! Cómplices!,Negativo
SUSPENDAN CLASES,Negativo
Tibios,Negativo
HAY GENTE MUERTA Y ESPERAN QUE RINDAMOS BIEN?,Negativo
Tibios,Negativo
"Como si no fuera suficiente ver gente mordiendo de covid y ahora gente que muere por su país, un poco más de empatía para los que salen a marchar que en su mayoría son jóvenes ??",Negativo
O sea les llega al pincho,Negativo
????????????,Negativo
"Upc me da vergüenza ser alumno de tu institución, a cada rato preguntas si recomendaría a algún familiar o amigo la universidad si antes la dudaba ahora la tengo clara. Upc solo le gusta lucrar le importa un comino su alumnado. Upc no vales la pena. #upclucradora",Negativo
??,Negativo
PA ESO. NISIQUIERA NOS RESPALDAN,Negativo
@khendramg,Neutro
Los auspicios eran primero al parecer.,Negativo
"Aunque sea se pronuncian, en la @usil no dicen ni pio ??",Negativo
De que me sirve este comunicado si tengo que seguir haciendo trabajos mientras nos matan,Negativo
Mucho texto para tan poco,Negativo
Muy tarde @upcedu qué vergüenza!,Negativo
Así quieren crear una comunidad con sus estudiantes? Sin empatía? Se fue al tacho lo que representó UPC.,Negativo
"después de 2 muertes, demasiado tarde",Negativo
Tanto texto para nada. Aplacen las clases y procesos administrativos. Sus alumnos y egresados estamos en las calles.,Negativo
"Siempre tarde UPC , deberían ser más solidarios con sus alumnos. UPCNOMEREPRESENTAS",Negativo
Y esto de que sirve.,Negativo
"Demasiado tarde para lanzar un comunicado. ¿Era necesario esperar que mueran jóvenes para pronunciarse? Me da mucha pena que otras universidades si lancen si voz y apoyen a sus alumnos y ustedes no lo hagan, siendo nuestra Alma Mater, al menos esperábamos que nos apoyaran y no fue así. Decepcionante.",Negativo
#UPCBrillasPorTuAusencia,Neutro
Ayuden a buscar a los desaparecidos !!! ??,Negativo
"Entonces si no morían personas en la marcha no se pronunciaban, UPC como siempre tarde",Negativo
Tarde,Negativo
VERGÜENZA,Negativo
??????????????????,Negativo
UPC vas a caer al igual que Merino! Tu falta de empatía en su máximo esplendor desde los inicios de la pandemia nos avergüenza  a todos los alumnos que si tenemos valores. Tu innovación lo aplicas solo para cobrarnos. IMBECILES,Negativo
Muy tarde,Negativo
@carolina_cavi ??,Neutro
@fiorosalesg ??,Neutro
Tas mal csmmmmm,Negativo
Muy tarde UPC. Qué? No te dieron luz verde a tiempo? Pues a nosotros no nos apoyaste a tiempo.,Negativo
Suspendan las clases una semana!,Negativo
#upcbrillaporsuausencia,Neutro
6 días tarde...,Negativo
"Los accionares se realizan al momento, no luego de una muerte, no luego de una renuncia.",Negativo
Delete,Neutro
@albertoato exacto,Positivo
Cuando sera el dia que dejen de pensar como empresa y apoyen a las personas que les dan de comer a ustedes. #verguenzadeserupcino,Negativo
tienes tres estudiantes desaparecidos y esperaste a la presión para manifestarte.,Negativo
"El mensaje llega TARDE!!!!!!!!!! Literalmente, ""cuando el muerto está enterrado""",Negativo
"SI QUIEREN REDIMIRSE DE VERDAD, SUSPENDAN LAS CLASES POR UNA SEMANA, PARA QUE PODAMOS SEGUIR MARCHANDO POR LO QUE NOS COMPETE COMO CIUDADANOS! #UPCreinvindicate",Negativo
Por favor Mas tiempo para entregar los trabajos!!! POR FAVOR,Negativo
6 DÍAS TARDE,Negativo
"La lucha de todos los peruanos empezó hace 6 días. Mal UPC actúas acorde a tu beneficio, más no para la comunidad universitaria que tienes. ????",Negativo
POSPONGAN CLASES!,Negativo
Ojalá así de frío fuesen sus salones en verano,Negativo
?? recién ahora,Negativo
@marcoadh123 un asco total,Negativo
??????,Negativo
"Muy tarde upc, que vergüenza",Negativo
"Cómo van a formar ciudadanos críticos e íntegros si es que no apoyan a sus alumnos que están afuera en las calles luchando por los derechos de todo el país. Sean conscientes, ayuden no mediante textos que no dicen nada, sino aplazando las clases una semana.",Negativo
22 líneas que no dicen nada,Negativo
Pareciera que han emitido este comunicado por la presión mediática.,Negativo
#upcbrillasportuausencia,Neutro
"Asco, asco dan!",Negativo
6 días para un comunicado indolente y sin firma #UPCNuncaMas,Negativo
Hasta la madre!!,Negativo
Mucho blablabla  y no hace naah,Negativo
Puro floro.,Negativo
AVERGONZADA DE MI ALMA MATER ??,Negativo
"DÉJANOS SALIR A MARCHAR Y APLACEN LAS CLASES UNA SEMANA, TODOS LOS TRABAJOS SE ESTÁN ENTREGANDO MIENTRAS MATABAN A NUESTROS COMPAÑEROS",Negativo
Debería darles vergüenza no pronunciarse antes. Han esperado muertos para enviar un “comunicado” que no dice absolutamente nada importante.,Negativo
Gracias por emitir este importante pronunciamiento,Positivo
La indiferencia mata y no pueden ser ajenos a la coyuntura actual manteniendo las exigencias en los entregables. Gracias por nada!,Negativo
Hasta el culo,Negativo
Por qué recién ?,Negativo
F,Negativo
Muuuuuuuy tarde,Negativo
Lamentable mostrar 0 interés por una situación que compete y afecta a todos. #upcbrillasportuausencia,Negativo
"TOMEN ACCIÓN, TOMEN POSICIÓN. NI UN PASO ATRÁS",Negativo
"Que los profesores tengan más consideración con los que estamos saliendo a protestar, ya que ni mencionar el tema quieren",Negativo
Vas a caer upc,Negativo
Donde esta la empatía con sus propios alumnos que han ido a defender el país de manera pacífica. #UPCMEDECEPCIONAS,Negativo
Ni siquiera fue por voluntad propia realizar su comunicado.,Negativo
????????,Negativo
"TARDE, MUCHO TEXTO Y NO DICE NADAA",Negativo
"TOO LATE, BRO",Negativo
"HUBO DESAPARECIDO UPCINO Y NO LO MENCIONAN, SEAN COMO OTRAS ENTIDADES QUE SI SE PREOCUPAN DE LA GENTE Y MÁS AÚN DE SUS ESTUDIANTES!",Negativo
Estabamos esperando el pronunciamiento. ????????,Negativo
Posponga las entregas,Negativo
"Tienen que morir personas para que uds hablen , y así quieren ser una universidad referente",Negativo
Demasiado tarde y no dices nada UPC que indignate????,Negativo
ERA PARA AYER.,Negativo
Recién quieren pronunciarse!! Hace una semana estamos en esto luchando por nuestros derechos y en contra de él gobierno ilegítimo. Todas las demás universidades se han pronunciado y UPC recién reacciona. ????????,Negativo
??,Negativo
"SABEN CUANTOS DE SUS ESTUDIANTES PUEDEN ESTAR HERIDOS, DESAPARECIDOS?? Al parecer no tiene ni idea ni tuvieron un poco de empatia con la situación desde el primer momento, muy tarde.",Negativo
Decepcionado totalmente,Negativo
"Vergüenza de universidad, solo saben lucrar",Negativo
Serás mi alma mater pero aún así me decepcionas UPC!!!,Negativo
"Qué tibia la universidad y tienen a la carrera de Periodismo entre ustedes, vergüenza porque este texto no pudo ser más vacío..",Negativo
"Alguien por favor me comenta si tenemos una asociación, federación o sindicato de estudiantes???",Negativo
"Lamentablemente comunicado. UPC escuchen lo que piden sus clientes, digo, alumnos... No?",Negativo
??????????????????????????????????????????????????????,Negativo
@pame.sl04,Neutro
????,Negativo
Too late upc,Negativo
Que vergüenza me da pertenecer a esta institución.,Negativo
Muy tarde ese comunicado,Negativo
UPC NO ME REPRESENTAS!!,Negativo
Mmm  que bonito apoyan y se presentan recién cuando se pudo lograr algo no???,Negativo
UPC no me representas.,Negativo
"JAJAJA TODA LA VIDA UPC, NO DICEN NADA, como siempre decepcionada",Negativo
@amy.ladd nadie lo pudo haber dicho mejor ????????????,Positivo
"Esto sólo demuestra que han cedido por presión de los alumnos. Si de verdad plantean una posición firme ante la situación, únanse a la lucha y amplíen el plazo de entregas de trabajos, para que todos los alumnos podamos seguir marchando sin que perjudique nuestras notas.",Negativo
